1,-10.0
2,-14.0
3,-6.0
4,-9.0
5,-8.0
6,-8.0
7,-6.0
8,-7.0
9,-0.6974431818181818
10,-10.0
11,-6.0
12,-8.0
13,-14.0
14,-8.0
15,-19.0
16,-8.0
17,-12.0
18,-6.0
19,-0.5645253441550515
20,-6.0
21,-11.0
22,-8.0
23,-7.0
24,-10.0
25,-10.0
26,-9.0
27,-11.0
28,-7.0
29,-12.0
30,-8.0
31,-17.0
32,-11.0
33,-11.0
34,-16.0
35,-13.0
36,-12.0
37,-0.6974431818181818
38,-9.0
39,-7.0
40,-10.0
41,-11.0
42,-11.0
43,-7.0
44,-9.0
45,-9.0
46,-8.0
47,-13.0
48,-9.0
49,-5.0
50,-0.49510717391967773
51,-10.0
52,-8.0
53,-10.0
54,-8.0
55,-8.0
56,-9.0
57,-10.0
58,-8.0
59,-6.0
60,-8.0
61,-14.0
62,-6.0
63,-10.0
64,-8.0
65,-7.0
66,-9.0
67,-9.0
68,-13.0
69,-6.0
70,-10.0
71,-6.0
72,-0.8974293795498934
73,-7.0
74,-10.0
75,-8.0
76,-10.0
77,-9.0
78,-9.0
79,-10.0
80,-9.0
81,-6.0
82,-6.0
83,-8.0
84,-13.0
85,-0.8254280957308683
86,-9.0
87,-6.0
88,-8.0
89,-5.0
90,-9.0
91,-6.0
92,-9.0
93,-15.0
94,-0.548871170390736
95,-11.0
96,-7.0
97,-7.0
98,-9.0
99,-10.0
100,-9.0
